Condition,Dose,mean,std
D28-De,0.0,-0.0015882867263122252,0.0429604546842463
D28-De,3.0,-0.6808039839567692,0.28347746055779305
D28-De,6.0,-1.1683497261266735,0.13852451270107355
D28-De,9.0,-1.7411184251583989,0.13629599544155113
D28-De,12.0,,
D28-De,15.0,-3.1804242618388052,0.48123075741397997
D28-De,18.0,-3.853229882081883,0.39044548756051234
D28-De,21.0,,0.23703331743730252
