Condition,Dose,mean,std
Aq,0.0,-0.004438543620253535,0.06854437248514865
Aq,0.25,,
Aq,0.5,-3.4248815174822584,0.5406875577690068
Aq,0.75,-4.226165339983884,0.5312505718044287
Aq,1.0,-5.838323800685225,0.27198470652416024
Aq,1.5,,
Aq,2.0,,
Aq,3.0,,
