Condition,Dose,mean,std
D28-De,0.0,-0.850281873671288,0.33323503791026576
D28-De,3.0,-1.6744877560457592,0.3945669561033635
D28-De,6.0,-1.9570223527340174,0.27804071665413793
D28-De,9.0,-2.6230861327260007,0.3567687690101412
D28-De,12.0,-2.8082443950866582,0.3312102182124171
D28-De,15.0,-4.3158706435134375,0.4459638031217436
D28-De,18.0,-5.4523418649992506,1.1846764430084984
D28-De,21.0,,
