Condition,Dose,mean,std
D6-De,0.0,0.00398027224098562,0.138278901195566
D6-De,3.0,-2.9584531042759186,0.5084765183768416
D6-De,6.0,-5.354999801765019,0.6515441301681217
D6-De,7.0,-6.297666147229575,0.2392488482864067
D6-De,8.0,-6.602511910827085,0.2652195790592912
