Condition,Dose,mean,std
D28-De,0.0,-0.7492201322238331,0.31408839164714497
D28-De,1.0,-1.424518090966726,0.27999099789050486
D28-De,2.0,-2.672645726099008,0.4245209594731394
D28-De,3.0,-3.7645315102711523,0.5324466010658027
D28-De,4.0,-4.656239718542281,0.2444539238701245
D28-De,5.0,-5.623764608254172,0.35431083462176005
D28-De,6.0,-5.984268377540889,0.25399925775821763
D28-De,7.0,,0.44572449846831674
D28-De,8.0,,
