Condition,Dose,mean,std
Aq,0.0,0.06617786663483205,0.22242721038250082
Aq,0.25,-0.411904794296882,0.25853457227809595
Aq,0.5,-1.2679245801152745,1.084785054814206
Aq,0.75,,
Aq,1.0,-3.1822016014831878,1.1229350131732856
Aq,1.5,-4.861880117116131,0.5765252834564564
Aq,2.0,-6.144480987021723,0.5994989508237571
Aq,3.0,,0.7071067811865476
