Condition,Dose,mean,std
D6-De,0.0,-0.014334733056500432,0.1313014701105519
D6-De,3.0,-2.7916208504127673,0.3973491625336256
D6-De,6.0,-6.684808019450662,0.21609711998165035
D6-De,7.0,-7.139026514675008,0.35510974443014465
D6-De,8.0,-7.469503845769172,0.5382469632215495
