Condition,Dose,mean,std
D28-De,0.0,0.0,0.0
D28-De,3.0,-0.871332433381532,0.6403362016035163
D28-De,6.0,-1.1067404790627293,0.047296418525845665
D28-De,9.0,-1.7256777080476517,0.12364696967465033
D28-De,12.0,-1.879418269736935,0.07440314231677726
D28-De,15.0,-3.387044518163714,0.7157757613083727
D28-De,18.0,,0.8514414050982325
D28-De,21.0,,
