Condition,Dose,mean,std
Aq,0.0,-0.027658699167916162,0.18551888253589285
Aq,0.25,-0.5057413600996302,0.35161644441460754
Aq,0.5,-1.3617611459180228,1.171873119988769
Aq,0.75,,
Aq,1.0,-3.276038167285936,1.216304320242261
Aq,1.5,-4.9557166829188795,0.6689682580804485
Aq,2.0,-6.21089932174016,0.6916527335558883
Aq,3.0,-6.790034611362518,0.7071067811865476
