Condition,Dose,mean,std
D6-De,0.0,0.3213585082954647,0.1773974382543833
D6-De,3.0,-2.455927609060802,0.5199712596949535
D6-De,6.0,-6.022834404165351,0.0796849406344617
D6-De,7.0,-6.398009479117569,0.4920169643454912
D6-De,8.0,-6.768008520347797,0.7059233786693506
