Condition,Dose,mean,std
De,0.0,-0.0023356105035637065,0.05210255175815669
De,3.0,-0.5022029846530212,0.2263465249815325
De,6.0,-1.1370302030124326,0.22611992950496668
De,9.0,-1.2044432916253531,0.385211603726508
De,12.0,-1.6356519513386727,0.3155786802327539
De,15.0,-2.067956130411517,0.2339636298690774
De,18.0,-2.2834366429294954,0.20036973896238924
De,21.0,-3.410830957286123,0.12501569477420055
De,24.0,-4.413167930464375,0.1457277477434391
